Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss Category,Loss per User ($),Period,Severity Score
Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42,Medium,191.03,2020 & After,0.538
Australia,2016,Ransomware,Healthcare,47.18,509930,Unknown,Social Engineering,AI-based Detection,68,Medium,92.52,Before 2020,0.487
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26,Medium,71.73,Before 2020,0.683
Germany,2022,SQL Injection,Banking,52.91,619669,Unknown,Unpatched Software,Antivirus,19,Medium,85.38,2020 & After,0.565
Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14,Low,61.42,2020 & After,0.262
France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39,Low,6.29,Before 2020,0.194
Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15,Low,33.65,Before 2020,0.497
Japan,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51,Medium,341,Before 2020,0.422
Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56,Medium,56.48,2020 & After,0.68
Germany,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5,High,355.69,2020 & After,0.645
France,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56,Low,54.04,2020 & After,0.525
UK,2018,Phishing,Healthcare,95.3,269142,Unknown,Unpatched Software,Encryption,72,High,354.09,Before 2020,0.68
India,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19,High,2883.96,2020 & After,0.568
Germany,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65,Low,54.45,2020 & After,0.43
Germany,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64,High,614.86,Before 2020,0.61
Brazil,2016,DDoS,IT,13.52,535205,Hacker Group,Social Engineering,AI-based Detection,53,Low,25.26,Before 2020,0.295
Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4,High,186.34,2020 & After,0.716
France,2019,Phishing,Healthcare,52.18,869751,Insider,Zero-day,Firewall,12,Medium,59.99,Before 2020,0.661
Russia,2017,DDoS,Education,50.42,690010,Nation-state,Weak Passwords,Firewall,18,Medium,73.07,Before 2020,0.579
Brazil,2017,Ransomware,Healthcare,32.9,433987,Unknown,Zero-day,AI-based Detection,21,Low,75.81,Before 2020,0.371
UK,2017,Phishing,Banking,1.54,31262,Unknown,Social Engineering,Firewall,56,Low,49.26,Before 2020,0.022
Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60,Low,39.13,2020 & After,0.523
Germany,2023,Man-in-the-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53,Low,35.71,2020 & After,0.401
France,2017,SQL Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41,High,232.22,Before 2020,0.626
USA,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47,Medium,73.83,2020 & After,0.816
Japan,2021,SQL Injection,Retail,64.81,263770,Unknown,Social Engineering,Antivirus,62,Medium,245.71,2020 & After,0.494
UK,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32,High,120.18,Before 2020,0.801
USA,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65,Medium,95.89,2020 & After,0.487
USA,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18,Medium,84.19,2020 & After,0.516
China,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69,High,378.64,Before 2020,0.582
China,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60,Low,211.35,2020 & After,0.288
India,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10,High,225.21,2020 & After,0.744
Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56,Medium,324.92,Before 2020,0.306
India,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67,Medium,682.65,Before 2020,0.429
India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52,Medium,58.59,Before 2020,0.692
Japan,2020,Man-in-the-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21,High,165.8,2020 & After,0.769
China,2016,Malware,Telecommunications,85.8,962508,Unknown,Social Engineering,AI-based Detection,13,High,89.14,Before 2020,0.9
France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45,High,344.94,2020 & After,0.661
Japan,2020,Ransomware,IT,25.3,76258,Unknown,Social Engineering,VPN,43,Low,331.77,2020 & After,0.182
Russia,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66,Low,5.44,Before 2020,0.286
Australia,2022,SQL Injection,Retail,56.62,310341,Unknown,Weak Passwords,Encryption,32,Medium,182.44,2020 & After,0.464
Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31,Medium,94.25,Before 2020,0.679
USA,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62,Medium,151.87,Before 2020,0.677
USA,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64,High,156.19,Before 2020,0.725
Russia,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43,Medium,252.25,Before 2020,0.332
France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47,Medium,78.67,Before 2020,0.747
UK,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65,Medium,86.62,Before 2020,0.728
USA,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63,Medium,46.84,Before 2020,0.661
Russia,2023,Malware,Telecommunications,95,338867,Nation-state,Unpatched Software,AI-based Detection,34,High,280.35,2020 & After,0.706
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25,Medium,47.29,Before 2020,0.651
USA,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43,Medium,1457.32,2020 & After,0.316
Brazil,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29,Medium,248.87,2020 & After,0.566
Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12,Low,52.87,Before 2020,0.377
Brazil,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44,Medium,161.56,2020 & After,0.652
China,2017,SQL Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18,Low,142.05,Before 2020,0.259
Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56,Low,723.71,2020 & After,0.013
UK,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68,High,167.24,2020 & After,0.758
Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50,High,108.69,Before 2020,0.821
Germany,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46,Low,26.85,Before 2020,0.51
Russia,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20,Low,63.44,2020 & After,0.349
India,2023,Phishing,Education,9.95,317488,Insider,Social Engineering,VPN,46,Low,31.34,2020 & After,0.187
Brazil,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26,Medium,396.08,2020 & After,0.507
UK,2018,Ransomware,IT,61.42,211305,Hacker Group,Zero-day,Encryption,27,Medium,290.67,Before 2020,0.453
UK,2024,DDoS,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32,Medium,1139.97,2020 & After,0.437
Russia,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2,Low,14.15,2020 & After,0.381
Russia,2022,SQL Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46,Low,3.05,2020 & After,0.273
Brazil,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57,Low,111.11,2020 & After,0.056
Germany,2024,Man-in-the-Middle,Government,45.75,865871,Insider,Weak Passwords,Antivirus,58,Medium,52.84,2020 & After,0.621
Russia,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20,High,197.47,2020 & After,0.752
France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57,Low,14.22,2020 & After,0.195
USA,2020,Phishing,Education,60.57,275819,Nation-state,Social Engineering,Firewall,69,Medium,219.6,2020 & After,0.474
Brazil,2021,DDoS,Retail,89.79,454088,Hacker Group,Social Engineering,VPN,70,High,197.74,2020 & After,0.72
France,2018,Phishing,Government,30.68,338619,Hacker Group,Unpatched Software,Antivirus,68,Low,90.6,Before 2020,0.32
Brazil,2018,Malware,Banking,31.56,940038,Hacker Group,Zero-day,Antivirus,24,Low,33.57,Before 2020,0.566
USA,2017,DDoS,Government,98.73,17805,Nation-state,Weak Passwords,Antivirus,31,High,5545.07,Before 2020,0.6
Japan,2020,SQL Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37,High,376.14,2020 & After,0.651
USA,2016,Phishing,Retail,71.14,198602,Unknown,Zero-day,Firewall,18,Medium,358.2,Before 2020,0.506
India,2023,DDoS,Retail,73.85,504861,Unknown,Weak Passwords,Antivirus,65,Medium,146.28,2020 & After,0.645
UK,2016,Malware,Telecommunications,91.24,695618,Nation-state,Social Engineering,Antivirus,14,High,131.16,Before 2020,0.826
China,2022,Man-in-the-Middle,Healthcare,5.4,270732,Unknown,Weak Passwords,Firewall,31,Low,19.95,2020 & After,0.141
UK,2015,Phishing,Retail,77.58,270326,Nation-state,Social Engineering,Firewall,24,Medium,286.99,Before 2020,0.574
Russia,2017,Man-in-the-Middle,Government,80.95,827534,Hacker Group,Unpatched Software,Firewall,29,High,97.82,Before 2020,0.817
Germany,2020,Man-in-the-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14,Medium,1417.58,2020 & After,0.289
Russia,2016,Malware,Telecommunications,52.2,279065,Hacker Group,Unpatched Software,VPN,62,Medium,187.05,Before 2020,0.425
Germany,2017,Ransomware,Telecommunications,49.56,119598,Insider,Unpatched Software,Encryption,43,Medium,414.39,Before 2020,0.345
Germany,2016,SQL Injection,Education,61.78,387500,Nation-state,Weak Passwords,AI-based Detection,30,Medium,159.43,Before 2020,0.526
Brazil,2018,Phishing,Education,66.07,656031,Nation-state,Social Engineering,Encryption,36,Medium,100.71,Before 2020,0.659
China,2022,Ransomware,Education,85.72,637259,Unknown,Zero-day,VPN,57,High,134.51,2020 & After,0.769
Russia,2023,SQL Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43,Low,1.57,2020 & After,0.255
India,2015,DDoS,Education,21.74,513867,Unknown,Zero-day,Firewall,34,Low,42.31,Before 2020,0.336
Australia,2023,Man-in-the-Middle,Healthcare,7.54,710871,Insider,Zero-day,Firewall,55,Low,10.61,2020 & After,0.33
India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31,Low,8.09,2020 & After,0.393
Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53,Medium,71.95,2020 & After,0.823
China,2016,DDoS,Education,89.08,210433,Insider,Weak Passwords,AI-based Detection,63,High,423.32,Before 2020,0.619
USA,2018,Malware,IT,26.31,709153,Hacker Group,Weak Passwords,VPN,45,Low,37.1,Before 2020,0.442
France,2020,Ransomware,IT,21.11,568832,Nation-state,Social Engineering,Firewall,12,Low,37.11,2020 & After,0.354
China,2022,Phishing,Retail,51.76,355545,Unknown,Weak Passwords,Encryption,68,Medium,145.58,2020 & After,0.453
Germany,2019,Phishing,Education,90.91,112635,Insider,Weak Passwords,Firewall,55,High,807.12,Before 2020,0.591
Brazil,2015,SQL Injection,Banking,89.39,988268,Unknown,Zero-day,VPN,44,High,90.45,Before 2020,0.932
India,2021,Malware,Education,65.87,357399,Nation-state,Zero-day,Encryption,2,Medium,184.3,2020 & After,0.538
Japan,2018,Man-in-the-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32,Medium,152.58,Before 2020,0.674
Australia,2024,Ransomware,Healthcare,24.21,180760,Nation-state,Weak Passwords,Encryption,34,Low,133.93,2020 & After,0.218
USA,2023,Man-in-the-Middle,Retail,81.16,691638,Unknown,Zero-day,Antivirus,17,High,117.34,2020 & After,0.764
Russia,2019,Ransomware,IT,80.18,123757,Insider,Social Engineering,Encryption,54,High,647.88,Before 2020,0.531
Germany,2018,DDoS,Telecommunications,70,702285,Hacker Group,Zero-day,AI-based Detection,46,Medium,99.67,Before 2020,0.701
Australia,2022,DDoS,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44,Low,10.72,2020 & After,0.422
Australia,2015,DDoS,Healthcare,4.49,713160,Hacker Group,Unpatched Software,Encryption,26,Low,6.3,Before 2020,0.312
USA,2022,Malware,Banking,46.75,239200,Nation-state,Social Engineering,Encryption,8,Medium,195.44,2020 & After,0.376
China,2016,DDoS,Healthcare,63.15,500521,Nation-state,Weak Passwords,Encryption,27,Medium,126.17,Before 2020,0.579
India,2015,Phishing,IT,25.47,741259,Hacker Group,Unpatched Software,Antivirus,18,Low,34.36,Before 2020,0.449
Japan,2021,SQL Injection,Education,3.97,604843,Insider,Unpatched Software,AI-based Detection,40,Low,6.56,2020 & After,0.266
UK,2023,SQL Injection,Education,19.17,697610,Insider,Weak Passwords,Encryption,18,Low,27.48,2020 & After,0.394
Germany,2022,SQL Injection,IT,58.35,730850,Hacker Group,Weak Passwords,AI-based Detection,27,Medium,79.84,2020 & After,0.643
Australia,2018,SQL Injection,IT,65.08,417807,Insider,Social Engineering,Firewall,46,Medium,155.77,Before 2020,0.558
India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63,Low,64.26,2020 & After,0.046
India,2016,SQL Injection,Healthcare,33.11,830670,Unknown,Social Engineering,Antivirus,11,Low,39.86,Before 2020,0.531
Brazil,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41,Medium,83.38,2020 & After,0.623
USA,2015,Ransomware,Retail,74.68,498089,Insider,Weak Passwords,Encryption,18,Medium,149.93,Before 2020,0.647
China,2015,Ransomware,IT,86.82,748040,Insider,Weak Passwords,Firewall,18,High,116.06,Before 2020,0.82
Brazil,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65,Low,4.96,Before 2020,0.391
Australia,2019,Man-in-the-Middle,Banking,27,286038,Nation-state,Social Engineering,Encryption,43,Low,94.39,Before 2020,0.276
Russia,2021,SQL Injection,Retail,82.88,479586,Insider,Zero-day,AI-based Detection,8,High,172.82,2020 & After,0.689
Australia,2020,Phishing,Banking,42.03,454763,Hacker Group,Social Engineering,Firewall,14,Medium,92.42,2020 & After,0.434
UK,2019,Phishing,Telecommunications,33.85,60183,Nation-state,Unpatched Software,AI-based Detection,17,Low,562.45,Before 2020,0.227
Russia,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70,High,158.51,Before 2020,0.806
China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21,Medium,102.89,2020 & After,0.711
Japan,2021,DDoS,Telecommunications,94.23,441749,Nation-state,Unpatched Software,AI-based Detection,55,High,213.31,2020 & After,0.742
China,2018,SQL Injection,Healthcare,76.4,966102,Hacker Group,Social Engineering,Firewall,1,Medium,79.08,Before 2020,0.845
India,2017,Malware,Healthcare,66.29,430200,Unknown,Zero-day,Antivirus,48,Medium,154.09,Before 2020,0.57
UK,2023,Ransomware,Banking,49.89,638668,Nation-state,Social Engineering,Encryption,47,Medium,78.12,2020 & After,0.555
UK,2019,DDoS,Healthcare,81.91,127817,Nation-state,Weak Passwords,Antivirus,66,High,640.84,Before 2020,0.543
Brazil,2017,Man-in-the-Middle,Government,14.54,491794,Nation-state,Zero-day,Encryption,4,Low,29.57,Before 2020,0.284
Germany,2024,Ransomware,IT,33.44,737958,Hacker Group,Social Engineering,Encryption,54,Low,45.31,2020 & After,0.496
Australia,2017,DDoS,Education,31.74,724207,Hacker Group,Weak Passwords,Firewall,54,Low,43.83,Before 2020,0.48
Germany,2018,SQL Injection,Healthcare,78.11,451780,Hacker Group,Unpatched Software,VPN,28,Medium,172.89,Before 2020,0.649
India,2016,Man-in-the-Middle,Healthcare,8.25,875227,Unknown,Zero-day,AI-based Detection,20,Low,9.43,Before 2020,0.4
Brazil,2018,Malware,Banking,17.52,334945,Nation-state,Weak Passwords,Antivirus,33,Low,52.31,Before 2020,0.239
Australia,2023,DDoS,IT,81.89,525978,Unknown,Weak Passwords,Antivirus,12,High,155.69,2020 & After,0.702
UK,2016,Phishing,Retail,37.29,761252,Insider,Weak Passwords,VPN,57,Low,48.99,Before 2020,0.528
China,2017,Phishing,Government,38.87,168075,Insider,Social Engineering,AI-based Detection,52,Low,231.27,Before 2020,0.3
Japan,2015,Ransomware,Banking,6.57,443408,Hacker Group,Weak Passwords,Encryption,71,Low,14.82,Before 2020,0.217
UK,2018,DDoS,IT,17.99,60917,Unknown,Zero-day,VPN,1,Low,295.32,Before 2020,0.132
USA,2017,Man-in-the-Middle,Banking,59.54,839892,Nation-state,Weak Passwords,Encryption,20,Medium,70.89,Before 2020,0.693
Brazil,2021,Ransomware,Government,72.14,673933,Unknown,Zero-day,AI-based Detection,22,Medium,107.04,2020 & After,0.703
USA,2021,Ransomware,Education,84.64,534283,Insider,Social Engineering,VPN,49,High,158.42,2020 & After,0.722
UK,2022,DDoS,Education,32.2,49715,Insider,Unpatched Software,Encryption,72,Low,647.69,2020 & After,0.213
China,2022,SQL Injection,Banking,1.16,297461,Hacker Group,Zero-day,Firewall,15,Low,3.9,2020 & After,0.126
Russia,2021,SQL Injection,Healthcare,48.71,861410,Unknown,Social Engineering,VPN,7,Medium,56.55,2020 & After,0.637
Germany,2016,DDoS,Telecommunications,14.28,547178,Insider,Social Engineering,Firewall,45,Low,26.1,Before 2020,0.305
Japan,2020,Ransomware,Banking,37.38,273660,Insider,Weak Passwords,Firewall,6,Low,136.59,2020 & After,0.334
Brazil,2023,Phishing,IT,23.01,195113,Unknown,Unpatched Software,Encryption,4,Low,117.93,2020 & After,0.216
China,2018,Man-in-the-Middle,Banking,9.77,881294,Insider,Unpatched Software,AI-based Detection,3,Low,11.09,Before 2020,0.411
USA,2024,Phishing,Government,58.64,146937,Hacker Group,Social Engineering,Firewall,10,Medium,399.08,2020 & After,0.411
Russia,2016,Phishing,Healthcare,11.29,72191,Unknown,Weak Passwords,Antivirus,3,Low,156.39,Before 2020,0.097
Australia,2022,Man-in-the-Middle,Government,90.65,898589,Hacker Group,Zero-day,AI-based Detection,58,High,100.88,2020 & After,0.904
Japan,2024,Malware,Telecommunications,30.66,430306,Nation-state,Weak Passwords,VPN,67,Low,71.25,2020 & After,0.356
Australia,2022,DDoS,IT,27.02,835814,Insider,Weak Passwords,Encryption,40,Low,32.33,2020 & After,0.497
Russia,2015,SQL Injection,IT,56.07,837322,Insider,Zero-day,AI-based Detection,25,Medium,66.96,Before 2020,0.672
Russia,2019,SQL Injection,Telecommunications,10.88,299403,Unknown,Unpatched Software,Antivirus,23,Low,36.34,Before 2020,0.185
USA,2024,Man-in-the-Middle,Government,96.13,482492,Unknown,Social Engineering,Encryption,17,High,199.24,2020 & After,0.77
China,2022,DDoS,IT,88.61,777010,Hacker Group,Weak Passwords,VPN,34,High,114.04,2020 & After,0.843
Germany,2021,DDoS,IT,73.5,806210,Unknown,Weak Passwords,Antivirus,5,Medium,91.17,2020 & After,0.764
China,2024,Malware,Government,1.17,281616,Nation-state,Unpatched Software,Encryption,6,Low,4.15,2020 & After,0.12
India,2023,Ransomware,Banking,42.02,827952,Hacker Group,Unpatched Software,AI-based Detection,21,Medium,50.75,2020 & After,0.583
USA,2020,Malware,Retail,59.15,179586,Hacker Group,Social Engineering,VPN,27,Medium,329.37,2020 & After,0.427
UK,2022,Phishing,Retail,26.63,725905,Hacker Group,Zero-day,VPN,54,Low,36.69,2020 & After,0.45
USA,2016,DDoS,Healthcare,30.49,723411,Hacker Group,Weak Passwords,AI-based Detection,40,Low,42.15,Before 2020,0.472
India,2024,Malware,Banking,14.01,141437,Nation-state,Weak Passwords,Firewall,10,Low,99.05,2020 & After,0.141
USA,2019,DDoS,Government,49.88,441744,Unknown,Weak Passwords,Firewall,40,Medium,112.92,Before 2020,0.476
Japan,2016,Malware,Telecommunications,4.84,936738,Insider,Weak Passwords,Antivirus,8,Low,5.17,Before 2020,0.404
USA,2024,Malware,Education,75.51,822636,Insider,Social Engineering,Antivirus,63,Medium,91.79,2020 & After,0.782
Australia,2018,Malware,Banking,68.32,843891,Unknown,Weak Passwords,Antivirus,31,Medium,80.96,Before 2020,0.748
Russia,2020,DDoS,Healthcare,6.37,82576,Nation-state,Weak Passwords,VPN,40,Low,77.14,2020 & After,0.071
France,2024,Ransomware,Banking,97.53,759522,Unknown,Weak Passwords,VPN,39,High,128.41,2020 & After,0.889
UK,2024,Ransomware,Banking,12.22,860343,Hacker Group,Weak Passwords,Antivirus,42,Low,14.2,2020 & After,0.418
Australia,2023,Malware,Government,55.72,14483,Nation-state,Weak Passwords,Firewall,36,Medium,3847.27,2020 & After,0.34
Japan,2023,Malware,Telecommunications,67.77,871255,Hacker Group,Social Engineering,AI-based Detection,24,Medium,77.78,2020 & After,0.755
India,2019,Man-in-the-Middle,Government,98.86,48647,Unknown,Zero-day,Encryption,48,High,2032.19,Before 2020,0.613
Australia,2024,Phishing,Education,74.75,109907,Insider,Social Engineering,VPN,5,Medium,680.12,2020 & After,0.493
Brazil,2022,Man-in-the-Middle,Retail,89.11,749386,Unknown,Unpatched Software,Firewall,16,High,118.91,2020 & After,0.835
Russia,2018,Malware,Telecommunications,89.79,900723,Insider,Zero-day,Firewall,32,High,99.69,Before 2020,0.899
France,2024,Phishing,IT,49.75,943151,Nation-state,Zero-day,VPN,66,Medium,52.75,2020 & After,0.676
USA,2019,Malware,Education,1.05,93580,Nation-state,Unpatched Software,VPN,21,Low,11.22,Before 2020,0.044
China,2019,Malware,Retail,26.66,303469,Insider,Social Engineering,VPN,60,Low,87.85,Before 2020,0.281
USA,2024,Malware,Telecommunications,0.71,28436,Unknown,Unpatched Software,Encryption,66,Low,24.97,2020 & After,0.016
France,2015,Phishing,Healthcare,41.92,383484,Unknown,Unpatched Software,VPN,52,Medium,109.31,Before 2020,0.405
Germany,2017,DDoS,Telecommunications,40.05,27446,Insider,Social Engineering,AI-based Detection,13,Medium,1459.23,Before 2020,0.251
Japan,2020,Phishing,Healthcare,73.13,39276,Nation-state,Unpatched Software,Firewall,29,Medium,1861.95,2020 & After,0.455
Brazil,2024,SQL Injection,IT,33.94,88304,Nation-state,Zero-day,Encryption,41,Low,384.35,2020 & After,0.239
Brazil,2019,Malware,Government,4.95,281096,Nation-state,Zero-day,AI-based Detection,2,Low,17.61,Before 2020,0.142
Australia,2018,SQL Injection,Banking,50.23,793612,Nation-state,Zero-day,Firewall,12,Medium,63.29,Before 2020,0.619
UK,2016,Malware,Banking,49.92,848188,Nation-state,Unpatched Software,VPN,12,Medium,58.85,Before 2020,0.639
India,2016,Man-in-the-Middle,IT,70.24,374767,Unknown,Unpatched Software,Antivirus,67,Medium,187.42,Before 2020,0.571
France,2019,DDoS,Telecommunications,85.65,835349,Nation-state,Unpatched Software,VPN,8,High,102.53,Before 2020,0.848
Japan,2020,SQL Injection,Banking,64.25,877560,Nation-state,Weak Passwords,Encryption,61,Medium,73.21,2020 & After,0.737
Germany,2016,Man-in-the-Middle,Government,58.93,249279,Unknown,Weak Passwords,VPN,58,Medium,236.4,Before 2020,0.453
Japan,2017,Ransomware,Government,9.24,126143,Unknown,Weak Passwords,Antivirus,35,Low,73.25,Before 2020,0.106
France,2021,Malware,Government,50.84,7910,Unknown,Unpatched Software,Firewall,19,Medium,6427.31,2020 & After,0.308
Brazil,2020,SQL Injection,Education,85.12,732802,Nation-state,Weak Passwords,Antivirus,62,High,116.16,2020 & After,0.804
USA,2019,DDoS,Telecommunications,12.13,426349,Hacker Group,Unpatched Software,Encryption,44,Low,28.45,Before 2020,0.243
China,2019,Man-in-the-Middle,Telecommunications,6.24,739538,Nation-state,Zero-day,Encryption,5,Low,8.44,Before 2020,0.333
UK,2016,SQL Injection,Retail,17.98,251689,Nation-state,Social Engineering,Antivirus,1,Low,71.44,Before 2020,0.209
Germany,2015,Malware,Education,75.2,461291,Insider,Social Engineering,AI-based Detection,5,Medium,163.02,Before 2020,0.636
UK,2021,Man-in-the-Middle,Banking,71.88,757595,Insider,Weak Passwords,VPN,40,Medium,94.88,2020 & After,0.734
Japan,2024,Man-in-the-Middle,Retail,12.62,970866,Hacker Group,Weak Passwords,Firewall,13,Low,13,2020 & After,0.464
Brazil,2021,Malware,Government,79.56,334916,Nation-state,Weak Passwords,Firewall,35,Medium,237.55,2020 & After,0.611
UK,2019,Man-in-the-Middle,IT,35.37,384185,Insider,Weak Passwords,Firewall,71,Low,92.07,Before 2020,0.366
Australia,2016,Phishing,Education,98.72,6670,Nation-state,Social Engineering,VPN,24,High,14800.6,Before 2020,0.595
France,2016,Man-in-the-Middle,IT,62.08,801177,Nation-state,Social Engineering,Encryption,11,Medium,77.49,Before 2020,0.693
Russia,2016,Ransomware,Banking,28.79,183711,Insider,Zero-day,Encryption,50,Low,156.71,Before 2020,0.246
France,2015,Malware,Retail,83.45,573985,Insider,Weak Passwords,AI-based Detection,45,High,145.39,Before 2020,0.73
Japan,2018,DDoS,Healthcare,88.04,675172,Nation-state,Weak Passwords,Antivirus,43,High,130.4,Before 2020,0.798
Germany,2018,DDoS,Government,35.76,716770,Insider,Unpatched Software,Encryption,2,Low,49.89,Before 2020,0.501
Australia,2016,DDoS,IT,43.19,825866,Unknown,Weak Passwords,Firewall,23,Medium,52.3,Before 2020,0.59
USA,2019,Ransomware,Healthcare,92.43,206631,Unknown,Zero-day,AI-based Detection,64,High,447.32,Before 2020,0.637
Germany,2016,Phishing,Banking,40.18,153211,Nation-state,Weak Passwords,Encryption,43,Medium,262.25,Before 2020,0.302
Japan,2018,SQL Injection,IT,48.91,322255,Nation-state,Zero-day,AI-based Detection,41,Medium,151.77,Before 2020,0.422
China,2021,Ransomware,Telecommunications,44.84,16106,Nation-state,Weak Passwords,Firewall,29,Medium,2784.06,2020 & After,0.276
USA,2021,Man-in-the-Middle,Education,51.43,640851,Unknown,Zero-day,VPN,11,Medium,80.25,2020 & After,0.565
Japan,2022,Phishing,Banking,12.42,570853,Unknown,Unpatched Software,Encryption,4,Low,21.76,2020 & After,0.303
USA,2023,SQL Injection,Banking,98.91,995462,Unknown,Unpatched Software,Firewall,33,High,99.36,2020 & After,0.992
Russia,2015,Ransomware,Telecommunications,64.68,716832,Hacker Group,Social Engineering,VPN,67,Medium,90.23,Before 2020,0.675
USA,2015,Malware,Retail,41.34,677462,Unknown,Unpatched Software,AI-based Detection,45,Medium,61.02,Before 2020,0.519
France,2020,DDoS,IT,52.09,362499,Insider,Unpatched Software,Encryption,4,Medium,143.7,2020 & After,0.458
India,2023,DDoS,Retail,26.01,274512,Insider,Weak Passwords,AI-based Detection,69,Low,94.75,2020 & After,0.266
Germany,2017,Malware,Government,63.97,590555,Nation-state,Social Engineering,AI-based Detection,27,Medium,108.32,Before 2020,0.62
